47, Private, 11th, Married-civ-spouse, Craft-repair, White, Male, 40, Dominican-Republic, <=50K
20, Private, 11th, Married-civ-spouse, Handlers-cleaners, White, Male, 35, United-States, <=50K
47, Private, Masters, Married-civ-spouse, Exec-managerial, White, Male, 40, United-States, <=50K
40, Private, Assoc-acdm, Divorced, Prof-specialty, White, Male, 50, United-States, <=50K
20, Private, HS-grad, Never-married, Machine-op-inspct, White, Male, 40, United-States, <=50K
25, Private, Some-college, Never-married, Adm-clerical, White, Female, 40, United-States, <=50K
47, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, White, Male, 40, United-States, >50K
29, Self-emp-not-inc, Assoc-acdm, Widowed, Sales, White, Female, 40, United-States, >50K
23, Private, Some-college, Never-married, Handlers-cleaners, White, Male, 50, United-States, <=50K
46, Private, Assoc-acdm, Widowed, Adm-clerical, White, Female, 40, United-States, <=50K
41, State-gov, Some-college, Divorced, Machine-op-inspct, Black, Female, 38, United-States, <=50K
29, Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Male, 40, United-States, >50K
17, Private, 11th, Never-married, Handlers-cleaners, Amer-Indian-Eskimo, Male, 20, United-States, <=50K
39, Private, 9th, Married-civ-spouse, Craft-repair, White, Male, 40, United-States, <=50K
37, Private, HS-grad, Never-married, Machine-op-inspct, Black, Female, 40, United-States, <=50K
20, Private, HS-grad, Never-married, Craft-repair, White, Male, 40, United-States, <=50K
52, Private, Assoc-voc, Married-civ-spouse, Craft-repair, White, Male, 40, United-States, >50K
42, Local-gov, Assoc-acdm, Married-civ-spouse, Prof-specialty, Amer-Indian-Eskimo, Female, 40, United-States, <=50K
22, Private, 5th-6th, Married-civ-spouse, Craft-repair, White, Male, 35, Mexico, <=50K
66, State-gov, Some-college, Divorced, Exec-managerial, White, Female, 55, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Transport-moving, White, Male, 65, United-States, <=50K
40, Local-gov, Assoc-acdm, Never-married, Prof-specialty, White, Male, 40, United-States, >50K
21, Private, HS-grad, Divorced, Sales, Amer-Indian-Eskimo, Female, 38, United-States, <=50K
51, Local-gov, HS-grad, Divorced, Protective-serv, White, Male, 52, United-States, <=50K
34, Private, 10th, Married-civ-spouse, Craft-repair, White, Male, 40, United-States, <=50K
24, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, 40, United-States, <=50K
42, Local-gov, Masters, Never-married, Prof-specialty, White, Female, 40, United-States, <=50K
41, Private, Assoc-voc, Never-married, Craft-repair, White, Male, 30, United-States, <=50K
21, Private, HS-grad, Never-married, Transport-moving, White, Female, 40, United-States, <=50K
64, Local-gov, 7th-8th, Married-civ-spouse, Protective-serv, White, Male, 10, United-States, <=50K
24, Federal-gov, HS-grad, Never-married, Adm-clerical, White, Female, 40, United-States, <=50K
23, Private, Some-college, Never-married, Handlers-cleaners, White, Male, 10, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Sales, White, Male, 50, United-States, <=50K
44, Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, White, Female, 60, United-States, <=50K
28, Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Male, 55, United-States, <=50K
33, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, White, Male, 50, United-States, >50K
35, Private, Some-college, Married-civ-spouse, Craft-repair, White, Male, 40, United-States, <=50K
41, Private, 10th, Married-spouse-absent, Craft-repair, White, Female, 40, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Sales, Black, Male, 40, United-States, >50K
51, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, White, Male, 99, United-States, >50K
32, Private, 11th, Never-married, Other-service, Black, Female, 40, Jamaica, <=50K
37, Private, HS-grad, Never-married, Craft-repair, White, Male, 40, United-States, <=50K
18, Private, 11th, Never-married, Sales, White, Female, 25, United-States, <=50K
24, Private, Assoc-voc, Never-married, Other-service, White, Female, 35, United-States, <=50K
35, Private, HS-grad, Never-married, Other-service, White, Female, 40, United-States, <=50K
46, Self-emp-inc, Bachelors, Divorced, Exec-managerial, White, Female, 50, United-States, <=50K
63, Private, HS-grad, Widowed, Exec-managerial, White, Male, 50, United-States, >50K
32, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, White, Female, 35, United-States, >50K
24, Private, HS-grad, Never-married, Other-service, White, Female, 15, United-States, <=50K
29, Private, Bachelors, Never-married, Adm-clerical, White, Female, 40, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, 50, United-States, >50K
70, Private, 10th, Married-civ-spouse, Handlers-cleaners, White, Male, 32, United-States, <=50K
36, Private, HS-grad, Never-married, Machine-op-inspct, White, Female, 30, United-States, <=50K
53, Private, HS-grad, Married-civ-spouse, Other-service, Black, Male, 30, United-States, >50K
49, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, White, Male, 40, United-States, <=50K
60, Private, Prof-school, Married-civ-spouse, Exec-managerial, White, Male, 40, United-States, >50K
18, Private, 11th, Never-married, Handlers-cleaners, White, Male, 40, United-States, <=50K
21, Private, Some-college, Never-married, Other-service, White, Male, 35, Italy, <=50K
42, Private, 10th, Never-married, Transport-moving, Black, Male, 40, United-States, <=50K
25, State-gov, Masters, Never-married, Prof-specialty, White, Female, 37, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, 40, United-States, <=50K
47, Private, Bachelors, Married-civ-spouse, Adm-clerical, White, Male, 40, United-States, >50K
34, Private, HS-grad, Married-civ-spouse, Transport-moving, White, Male, 55, United-States, <=50K
37, Private, Assoc-acdm, Never-married, Other-service, White, Female, 30, United-States, <=50K
56, Private, HS-grad, Married-civ-spouse, Exec-managerial, White, Female, 40, United-States, >50K
52, State-gov, Assoc-voc, Married-civ-spouse, Exec-managerial, White, Male, 40, United-States, <=50K
23, Private, Bachelors, Never-married, Prof-specialty, White, Male, 40, United-States, <=50K
29, State-gov, HS-grad, Married-civ-spouse, Protective-serv, White, Male, 42, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, 40, United-States, >50K
23, Local-gov, Bachelors, Never-married, Prof-specialty, White, Female, 40, United-States, <=50K
45, Private, Masters, Married-civ-spouse, Exec-managerial, White, Male, 65, United-States, >50K
30, Private, Bachelors, Never-married, Exec-managerial, White, Male, 42, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Sales, White, Male, 50, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male, 40, United-States, <=50K
23, Private, Some-college, Married-civ-spouse, Machine-op-inspct, White, Male, 40, United-States, <=50K
43, Private, Masters, Widowed, Exec-managerial, White, Male, 40, United-States, >50K
42, Private, HS-grad, Divorced, Handlers-cleaners, White, Male, 40, United-States, <=50K
72, Private, Some-college, Widowed, Adm-clerical, White, Female, 25, United-States, <=50K
57, Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, 60, United-States, >50K
24, Private, Bachelors, Married-civ-spouse, Sales, White, Male, 45, United-States, <=50K
42, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, White, Male, 60, United-States, >50K
17, Private, 9th, Never-married, Other-service, Black, Male, 40, United-States, <=50K
48, Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, 55, United-States, >50K
39, Private, Bachelors, Divorced, Sales, White, Female, 40, United-States, <=50K
41, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, 70, United-States, >50K
57, Private, HS-grad, Divorced, Transport-moving, White, Male, 45, United-States, <=50K
44, Local-gov, Doctorate, Married-civ-spouse, Prof-specialty, White, Male, 36, United-States, >50K
49, Private, HS-grad, Married-civ-spouse, Sales, White, Male, 40, United-States, <=50K
44, Private, Assoc-acdm, Never-married, Prof-specialty, Black, Female, 50, United-States, <=50K
42, Private, Assoc-voc, Never-married, Craft-repair, White, Male, 44, United-States, <=50K
18, Private, 12th, Never-married, Other-service, White, Male, 18, United-States, <=50K
51, Private, HS-grad, Widowed, Tech-support, Black, Female, 40, United-States, <=50K
28, Private, Bachelors, Never-married, Prof-specialty, White, Female, 40, United-States, <=50K
39, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, White, Female, 45, United-States, >50K
25, Private, HS-grad, Married-civ-spouse, Sales, White, Male, 52, United-States, <=50K
41, Private, Prof-school, Married-civ-spouse, Prof-specialty, White, Male, 50, United-States, >50K
39, Private, Some-college, Married-civ-spouse, Sales, White, Male, 40, United-States, >50K
42, Self-emp-not-inc, 11th, Separated, Other-service, White, Female, 30, United-States, <=50K
27, Local-gov, Bachelors, Married-civ-spouse, Protective-serv, White, Male, 68, United-States, <=50K
39, Private, Masters, Married-civ-spouse, Exec-managerial, White, Male, 45, United-States, >50K
20, Private, Some-college, Never-married, Farming-fishing, White, Male, 40, United-States, <=50K
49, Private, HS-grad, Never-married, Other-service, White, Female, 40, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, White, Male, 35, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Sales, White, Male, 30, United-States, >50K
35, Private, 9th, Never-married, Craft-repair, White, Male, 40, United-States, <=50K
24, Private, HS-grad, Never-married, Handlers-cleaners, White, Male, 40, United-States, <=50K
43, Private, Bachelors, Divorced, Other-service, White, Female, 35, United-States, <=50K
53, Private, 11th, Married-civ-spouse, Machine-op-inspct, White, Male, 48, United-States, >50K
47, Private, Some-college, Divorced, Exec-managerial, White, Female, 40, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Handlers-cleaners, White, Male, 40, United-States, <=50K
37, Private, Assoc-voc, Never-married, Other-service, White, Male, 40, United-States, <=50K
35, Private, HS-grad, Never-married, Other-service, White, Male, 30, United-States, <=50K
23, Private, Some-college, Never-married, Exec-managerial, White, Female, 40, United-States, <=50K
29, Private, HS-grad, Never-married, Transport-moving, White, Male, 50, United-States, <=50K
23, Private, Some-college, Never-married, Craft-repair, White, Male, 40, United-States, <=50K
35, Private, HS-grad, Divorced, Other-service, White, Female, 35, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Sales, White, Male, 65, United-States, <=50K
18, Private, Some-college, Never-married, Sales, White, Male, 40, United-States, <=50K
25, Private, Assoc-acdm, Never-married, Prof-specialty, White, Female, 40, United-States, <=50K
36, Private, Some-college, Never-married, Protective-serv, Black, Female, 40, United-States, <=50K
38, Private, 10th, Divorced, Craft-repair, White, Male, 40, United-States, <=50K
52, Private, HS-grad, Widowed, Craft-repair, White, Male, 40, United-States, <=50K
23, Private, HS-grad, Never-married, Other-service, White, Male, 35, Mexico, <=50K
48, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, White, Male, 30, United-States, >50K
46, Private, HS-grad, Married-civ-spouse, Adm-clerical, White, Male, 40, United-States, >50K
26, Private, HS-grad, Married-spouse-absent, Protective-serv, White, Male, 40, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male, 40, United-States, <=50K
65, Private, Bachelors, Divorced, Prof-specialty, White, Male, 40, United-States, <=50K
31, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Black, Male, 40, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Exec-managerial, White, Female, 40, United-States, >50K
68, Private, HS-grad, Married-civ-spouse, Exec-managerial, White, Male, 40, United-States, <=50K
26, Private, Bachelors, Never-married, Adm-clerical, Asian-Pac-Islander, Female, 40, Hong, <=50K
42, Private, HS-grad, Divorced, Other-service, White, Male, 40, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, 40, United-States, >50K
31, Self-emp-not-inc, 9th, Married-civ-spouse, Craft-repair, White, Male, 40, United-States, <=50K
28, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, White, Male, 20, United-States, <=50K
36, Private, Bachelors, Divorced, Prof-specialty, White, Female, 50, United-States, <=50K
42, State-gov, Some-college, Married-civ-spouse, Exec-managerial, White, Female, 40, United-States, >50K
62, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male, 40, United-States, <=50K
21, Private, HS-grad, Never-married, Farming-fishing, White, Male, 24, United-States, <=50K
21, Private, Some-college, Never-married, Adm-clerical, Other, Female, 20, Cuba, <=50K
22, Private, Some-college, Never-married, Other-service, White, Female, 25, United-States, <=50K
30, Private, 10th, Married-civ-spouse, Craft-repair, White, Male, 40, United-States, <=50K
64, Private, HS-grad, Widowed, Adm-clerical, White, Female, 40, United-States, <=50K
28, Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Female, 28, United-States, >50K
41, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Craft-repair, White, Male, 40, United-States, >50K
25, Private, HS-grad, Never-married, Craft-repair, White, Male, 40, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Farming-fishing, White, Male, 40, United-States, <=50K
40, Private, Assoc-acdm, Married-civ-spouse, Tech-support, White, Male, 44, United-States, <=50K
58, Private, Some-college, Married-civ-spouse, Exec-managerial, White, Male, 40, United-States, >50K
31, Private, Prof-school, Never-married, Prof-specialty, White, Female, 99, United-States, <=50K
50, Local-gov, HS-grad, Widowed, Transport-moving, White, Female, 40, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Protective-serv, Black, Male, 40, United-States, >50K
33, Private, 12th, Never-married, Protective-serv, Black, Male, 40, United-States, <=50K
62, Private, Some-college, Divorced, Adm-clerical, White, Male, 40, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, 40, Poland, <=50K
19, Private, Some-college, Never-married, Other-service, White, Female, 35, United-States, <=50K
30, Private, 11th, Married-civ-spouse, Other-service, Black, Female, 30, United-States, <=50K
38, Private, Some-college, Divorced, Sales, White, Female, 25, United-States, <=50K
42, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, White, Male, 99, United-States, >50K
49, Self-emp-inc, Some-college, Divorced, Sales, White, Male, 25, United-States, <=50K
53, Private, Masters, Married-civ-spouse, Exec-managerial, White, Male, 50, United-States, >50K
45, Local-gov, Some-college, Married-civ-spouse, Craft-repair, White, Male, 40, Mexico, >50K
24, Private, Some-college, Never-married, Adm-clerical, Black, Female, 40, United-States, <=50K
29, Private, Assoc-voc, Never-married, Adm-clerical, White, Female, 35, United-States, <=50K
24, Private, Some-college, Never-married, Sales, White, Female, 30, United-States, <=50K
25, Self-emp-inc, Assoc-voc, Never-married, Transport-moving, White, Male, 55, United-States, <=50K
51, State-gov, 10th, Married-civ-spouse, Craft-repair, Amer-Indian-Eskimo, Male, 40, United-States, <=50K
19, Private, Some-college, Never-married, Adm-clerical, White, Female, 8, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Craft-repair, White, Male, 52, United-States, >50K
28, Federal-gov, 10th, Married-civ-spouse, Other-service, Amer-Indian-Eskimo, Female, 40, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Prof-specialty, White, Male, 45, Ecuador, >50K
24, Private, Assoc-acdm, Never-married, Craft-repair, White, Male, 40, United-States, <=50K
43, Private, Assoc-acdm, Never-married, Adm-clerical, White, Female, 38, United-States, <=50K
29, Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, White, Male, 55, United-States, >50K
67, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, White, Male, 25, United-States, >50K
20, Private, HS-grad, Never-married, Protective-serv, White, Male, 40, United-States, <=50K
21, Private, Some-college, Never-married, Other-service, Asian-Pac-Islander, Male, 20, United-States, <=50K
20, Private, 10th, Never-married, Handlers-cleaners, White, Male, 40, United-States, <=50K
42, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, White, Male, 60, United-States, >50K
20, Private, Some-college, Never-married, Other-service, White, Female, 10, United-States, <=50K
19, Local-gov, HS-grad, Never-married, Adm-clerical, White, Male, 35, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, 45, United-States, <=50K
40, Local-gov, Bachelors, Never-married, Prof-specialty, White, Female, 45, United-States, <=50K
33, Private, Some-college, Separated, Other-service, Black, Female, 25, United-States, <=50K
36, Private, Some-college, Divorced, Craft-repair, White, Female, 37, United-States, <=50K
43, Private, Assoc-acdm, Divorced, Craft-repair, White, Male, 70, United-States, >50K
41, Local-gov, HS-grad, Separated, Other-service, Black, Female, 40, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male, 40, United-States, <=50K
41, Private, 1st-4th, Married-civ-spouse, Sales, White, Male, 50, Mexico, <=50K
40, Private, HS-grad, Married-spouse-absent, Craft-repair, White, Male, 40, United-States, >50K
28, Private, Bachelors, Never-married, Craft-repair, Black, Male, 40, United-States, <=50K
62, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, White, Male, 90, United-States, >50K
29, Private, HS-grad, Divorced, Adm-clerical, White, Female, 50, United-States, <=50K
46, Private, Some-college, Divorced, Adm-clerical, White, Female, 40, United-States, <=50K
28, Private, HS-grad, Never-married, Other-service, White, Male, 60, United-States, <=50K
57, Federal-gov, HS-grad, Divorced, Adm-clerical, White, Female, 40, United-States, <=50K
22, Private, Some-college, Never-married, Sales, White, Female, 40, United-States, <=50K
28, Local-gov, Assoc-acdm, Never-married, Adm-clerical, White, Female, 40, United-States, <=50K
24, Private, Bachelors, Never-married, Adm-clerical, White, Female, 45, United-States, <=50K
54, Self-emp-not-inc, Bachelors, Divorced, Farming-fishing, White, Male, 50, United-States, >50K
22, Private, 11th, Separated, Craft-repair, White, Male, 40, United-States, <=50K
36, State-gov, Bachelors, Never-married, Protective-serv, Black, Female, 40, United-States, <=50K
50, Private, Some-college, Divorced, Adm-clerical, White, Female, 40, United-States, <=50K
18, Private, 11th, Never-married, Handlers-cleaners, White, Male, 24, United-States, <=50K
52, State-gov, Assoc-acdm, Married-civ-spouse, Sales, White, Male, 40, United-States, >50K
21, Private, Assoc-voc, Never-married, Craft-repair, White, Male, 40, United-States, <=50K
46, Private, HS-grad, Never-married, Exec-managerial, White, Male, 40, United-States, <=50K
61, Local-gov, Masters, Never-married, Prof-specialty, White, Female, 25, United-States, <=50K
22, State-gov, Some-college, Never-married, Transport-moving, White, Male, 25, United-States, <=50K
36, State-gov, Prof-school, Married-civ-spouse, Prof-specialty, White, Female, 50, United-States, >50K
43, Local-gov, Masters, Divorced, Prof-specialty, White, Female, 40, United-States, <=50K
25, Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, Asian-Pac-Islander, Female, 37, India, >50K
17, Private, 10th, Never-married, Priv-house-serv, White, Male, 30, United-States, <=50K
45, Private, Assoc-voc, Married-civ-spouse, Craft-repair, White, Male, 38, United-States, >50K
30, Private, Prof-school, Never-married, Prof-specialty, White, Male, 80, United-States, <=50K
40, Private, Masters, Never-married, Prof-specialty, White, Male, 35, United-States, <=50K
31, Local-gov, Masters, Never-married, Exec-managerial, White, Male, 45, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, 40, United-States, >50K
53, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, 40, United-States, >50K
37, Private, 1st-4th, Married-civ-spouse, Transport-moving, White, Male, 40, Cuba, <=50K
37, State-gov, HS-grad, Married-spouse-absent, Other-service, White, Female, 20, United-States, <=50K
54, Private, Some-college, Married-civ-spouse, Sales, White, Female, 40, United-States, >50K
36, Private, HS-grad, Divorced, Other-service, White, Female, 30, United-States, <=50K
32, Private, 9th, Married-civ-spouse, Transport-moving, White, Male, 50, United-States, <=50K
17, Private, 11th, Never-married, Craft-repair, White, Male, 40, United-States, <=50K
42, State-gov, Bachelors, Divorced, Prof-specialty, Black, Male, 40, United-States, <=50K
37, Local-gov, HS-grad, Never-married, Craft-repair, White, Male, 40, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male, 48, United-States, <=50K
54, Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, 40, United-States, >50K
38, Private, 12th, Married-civ-spouse, Craft-repair, White, Male, 48, United-States, <=50K
46, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, White, Male, 40, United-States, <=50K
24, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, White, Male, 40, United-States, <=50K
57, Private, 1st-4th, Married-civ-spouse, Handlers-cleaners, White, Male, 40, Portugal, <=50K
59, Private, 1st-4th, Married-civ-spouse, Machine-op-inspct, White, Male, 40, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, 40, United-States, >50K
35, Private, HS-grad, Divorced, Other-service, Black, Female, 40, United-States, <=50K
53, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male, 40, United-States, <=50K
26, Private, HS-grad, Never-married, Machine-op-inspct, White, Male, 40, United-States, <=50K
55, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, White, Male, 50, United-States, <=50K
46, Private, HS-grad, Separated, Other-service, Black, Female, 45, Jamaica, <=50K
44, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Amer-Indian-Eskimo, Male, 38, United-States, >50K
32, Private, 10th, Married-spouse-absent, Other-service, Black, Female, 37, United-States, <=50K
35, Private, Bachelors, Never-married, Sales, White, Female, 40, United-States, <=50K
67, Private, Masters, Married-civ-spouse, Sales, White, Male, 30, United-States, >50K
56, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, 20, United-States, >50K
26, Private, Masters, Never-married, Prof-specialty, Asian-Pac-Islander, Male, 20, India, <=50K
46, Private, Assoc-acdm, Widowed, Tech-support, White, Female, 40, United-States, <=50K
52, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, 48, United-States, >50K
38, Self-emp-not-inc, Some-college, Divorced, Craft-repair, White, Male, 40, United-States, <=50K
31, Private, HS-grad, Divorced, Sales, Black, Male, 50, United-States, <=50K
53, Private, HS-grad, Separated, Transport-moving, White, Male, 30, United-States, <=50K
27, Private, HS-grad, Never-married, Handlers-cleaners, Black, Male, 40, United-States, <=50K
39, Private, Bachelors, Never-married, Adm-clerical, White, Female, 40, United-States, <=50K
22, Private, HS-grad, Never-married, Machine-op-inspct, White, Male, 40, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Craft-repair, White, Male, 35, United-States, >50K
20, Private, HS-grad, Never-married, Adm-clerical, White, Male, 30, Nicaragua, <=50K
60, Local-gov, HS-grad, Married-civ-spouse, Protective-serv, White, Male, 40, United-States, <=50K
51, Private, Assoc-voc, Divorced, Tech-support, Black, Female, 48, United-States, <=50K
57, Federal-gov, Prof-school, Divorced, Prof-specialty, White, Female, 50, United-States, >50K
35, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, White, Female, 40, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Sales, White, Male, 72, United-States, >50K
17, Private, 12th, Never-married, Other-service, White, Male, 35, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Male, 50, United-States, >50K
18, Private, HS-grad, Never-married, Sales, White, Female, 40, United-States, <=50K
52, Private, 12th, Separated, Machine-op-inspct, White, Female, 40, Cuba, <=50K
18, Private, Some-college, Never-married, Handlers-cleaners, White, Male, 9, United-States, <=50K
20, Private, Some-college, Never-married, Handlers-cleaners, Black, Male, 40, Germany, <=50K
34, Private, HS-grad, Never-married, Tech-support, White, Male, 40, United-States, <=50K
19, Private, HS-grad, Never-married, Machine-op-inspct, Black, Female, 20, United-States, <=50K
17, Local-gov, 9th, Never-married, Other-service, White, Male, 45, United-States, <=50K
30, Federal-gov, Bachelors, Never-married, Adm-clerical, White, Female, 35, United-States, <=50K
29, Private, Bachelors, Never-married, Craft-repair, White, Female, 45, United-States, <=50K
30, Private, Some-college, Divorced, Exec-managerial, White, Male, 50, United-States, >50K
50, State-gov, Bachelors, Divorced, Adm-clerical, Black, Female, 37, United-States, <=50K
22, Private, HS-grad, Never-married, Sales, White, Male, 40, United-States, <=50K
21, Private, HS-grad, Never-married, Adm-clerical, White, Female, 35, United-States, <=50K
39, Self-emp-not-inc, 9th, Married-civ-spouse, Farming-fishing, White, Male, 40, Cuba, <=50K
32, Private, Some-college, Divorced, Exec-managerial, White, Female, 38, United-States, <=50K
38, Private, Assoc-acdm, Married-civ-spouse, Tech-support, White, Male, 40, United-States, >50K
32, Private, Some-college, Separated, Tech-support, Black, Female, 40, United-States, <=50K
55, Private, Bachelors, Married-civ-spouse, Adm-clerical, White, Female, 40, United-States, <=50K
38, Private, Masters, Married-civ-spouse, Exec-managerial, White, Male, 70, United-States, >50K
34, Private, 11th, Never-married, Other-service, White, Male, 30, United-States, <=50K
28, Private, HS-grad, Never-married, Other-service, White, Male, 20, United-States, <=50K
26, Private, Some-college, Never-married, Sales, White, Female, 37, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Sales, White, Male, 40, United-States, <=50K
61, State-gov, Doctorate, Married-civ-spouse, Prof-specialty, White, Male, 40, United-States, >50K
75, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, White, Male, 40, United-States, <=50K
21, Private, Assoc-voc, Married-civ-spouse, Other-service, White, Female, 50, Mexico, <=50K
50, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, White, Male, 40, United-States, >50K
26, Private, HS-grad, Married-civ-spouse, Transport-moving, White, Male, 65, United-States, <=50K
39, Private, 7th-8th, Never-married, Other-service, White, Male, 40, Mexico, <=50K
24, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Asian-Pac-Islander, Male, 40, United-States, <=50K
56, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, White, Male, 18, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Black, Male, 17, United-States, <=50K
57, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, White, Male, 60, United-States, <=50K
42, Local-gov, Bachelors, Married-civ-spouse, Adm-clerical, White, Male, 45, United-States, >50K
25, Private, Bachelors, Divorced, Sales, White, Female, 40, United-States, <=50K
22, Private, Bachelors, Never-married, Farming-fishing, White, Male, 20, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Black, Male, 40, United-States, <=50K
54, Private, 11th, Married-civ-spouse, Other-service, Black, Female, 40, United-States, >50K
41, Self-emp-inc, Bachelors, Divorced, Exec-managerial, White, Male, 50, United-States, <=50K
43, Federal-gov, HS-grad, Married-civ-spouse, Exec-managerial, Amer-Indian-Eskimo, Male, 40, United-States, <=50K
19, Private, HS-grad, Never-married, Craft-repair, White, Female, 40, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Prof-specialty, White, Male, 40, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Prof-specialty, White, Male, 60, Philippines, >50K
19, Private, HS-grad, Separated, Adm-clerical, White, Female, 30, United-States, <=50K
33, Private, Some-college, Divorced, Exec-managerial, White, Female, 40, United-States, <=50K
33, Private, Some-college, Never-married, Prof-specialty, White, Male, 52, United-States, <=50K
49, Private, Masters, Married-civ-spouse, Exec-managerial, White, Male, 65, United-States, >50K
31, Private, HS-grad, Divorced, Adm-clerical, White, Female, 50, United-States, <=50K
41, Private, Assoc-voc, Married-civ-spouse, Sales, White, Male, 60, United-States, >50K
24, Private, HS-grad, Separated, Machine-op-inspct, Other, Female, 40, United-States, <=50K
75, Private, Some-college, Married-civ-spouse, Transport-moving, White, Male, 16, United-States, <=50K
34, Private, HS-grad, Never-married, Machine-op-inspct, Black, Male, 40, United-States, <=50K
69, Private, Bachelors, Married-civ-spouse, Exec-managerial, Black, Male, 50, United-States, >50K
33, Private, Masters, Never-married, Prof-specialty, White, Female, 40, United-States, <=50K
44, Private, HS-grad, Never-married, Adm-clerical, White, Female, 43, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Craft-repair, White, Male, 40, United-States, >50K
18, Private, 11th, Never-married, Sales, White, Female, 20, United-States, <=50K
